Season_Number,Startup_Name,Episode_Number,Pitch_Number,Season_Start,Season_End,Original_Air_Date,Episode_Title,Anchor,Industry,Business_Description,Company_Website,Started_in,Number_of_Presenters,Male_Presenters,Female_Presenters,Transgender_Presenters,Couple_Presenters,Pitchers_Average_Age,Pitchers_City,Pitchers_State,Yearly_Revenue(in_lakhs),Monthly_Sales(in_lakhs),Gross_Margin,Net_Margin,EBITDA,Cash_Burn,SKUs,Has_Patents,Bootstrapped,Original_Ask_Amount,Original_Offered_Equity(in_%),Valuation_Requested(in_lakhs),Received_Offer,Accepted_Offer,Total_Deal_Amount(in_lakhs),Total_Deal_Equity(%),Number_of_Sharks_in_Deal,Namita_Investment_Amount(in lakhs),Vineeta_Investment_Amount(in_lakhs),Anupam_Investment_Amount(in_lakhs),Aman_Investment_Amount(in_lakhs),Peyush_Investment_Amount((in_lakhs),Amit_Investment_Amount(in_lakhs),Ashneer_Investment_Amount,Namita_Present,Vineeta_Present,Anupam_Present,Aman_Present,Peyush_Present,Amit_Present,Ashneer_Present
3,CoratiaTechnologies,43,450,2024-01-22,2024-03-31,2024-03-20,Groundbreaking0Ventures,Rahul0Dua,Technology/Software,Unmanned0Underwater0Robots,https://coratia.com/,2021,2,2,,,0,Middle,Rourkela,Odisha,128,,,,,,,,,80,1,8000,Yes,Yes,80,1,1,,,,,,,,,Yes,,Yes,Yes,,
3,Coolant,44,451,2024-01-22,2024-03-31,2024-03-21,Venturing0Into0Tomorrow,Rahul0Dua,Manufacturing,Nature-Based0Cooling0Technology,https://www.coolant.co/,,1,1,,,0,Middle,Noida,Uttar0Pradesh,110,,,,,yes,,,,90,1,9000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,Xmachines,44,452,2024-01-22,2024-03-31,2024-03-21,Venturing0Into0Tomorrow,Rahul0Dua,Technology/Software,Robotics0and0AI0for0Agriculture,https://www.xmachines.ai/,2017,1,1,,,0,Middle,Hyderabad,Telangana,0,,,,,,,,funded,72,4,1800,Yes,Yes,72,4,2,36,,,,,,,Yes,Yes,Yes,Yes,,,
3,Luvottica,44,453,2024-01-22,2024-03-31,2024-03-21,Venturing0Into0Tomorrow,Rahul0Dua,Furnishing/Household,Love-Making0Yoga0intimate0Furniture,https://www.luvottica.in/,2019,1,1,,,0,Middle,Abohar,Punjab,100,,80,30,,,,,,200,10,2000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,FarmDidi,45,454,2024-01-22,2024-03-31,2024-03-22,From0Fields0To0Roads,Rahul0Dua,Food,Food0Business0training0App,https://www.farmdidi.com/,2021,3,1,2,,0,Middle,"Amravati,Lucknow,Bahadurgarh","Maharashtra,Uttar0Pradesh,Haryana",60,10,65,,,yes,,,funded,50,2,2500,Yes,Yes,100,10,2,,50,,,50,,,Yes,Yes,Yes,Yes,Yes,,
3,Popcorn,45,455,2024-01-22,2024-03-31,2024-03-22,From0Fields0To0Roads,Rahul0Dua,Food,Ready0to0Eat0Popcorn,https://pncpopcorn.com/,2019,1,1,,,0,Middle,Delhi,Delhi,180,,65,15,-10,,,,,75,7.5,1000,Yes,Yes,75,15,1,75,,,,,,,Yes,Yes,Yes,Yes,Yes,,
3,Prorata,45,456,2024-01-22,2024-03-31,2024-03-22,From0Fields0To0Roads,Rahul0Dua,Services,Fractional0Car0Ownership0Platform,https://www.proratacar.com/,2022,1,1,,,0,Middle,Bangalore,Karnataka,0,,,,,,,,funded,100,2,5000,Yes,Yes,50,10,2,,,25,,25,,,Yes,Yes,Yes,Yes,Yes,,
3,Indigifts,46,457,2024-01-22,2024-03-31,2024-03-25,Brands0On0The0Rise,Rahul0Dua,Services,Personal0Festive0Corporate0Gifting,https://indigifts.in/,2017,2,1,1,,1,Middle,Jaipur,Rajasthan,740,76,75,,7.5,,,,yes,50,2,2500,Yes,Yes,50,4,2,,25,,,,,,,Yes,Yes,Yes,Yes,,
3,AlienVersions,46,458,2024-01-22,2024-03-31,2024-03-25,Brands0On0The0Rise,Rahul0Dua,Vehicles/Electrical0Vehicles,FuelV0Smart0Fuel0Caps,https://alienversions.com/,2023,2,2,,,0,Young,"Itanagar,Dehradun","Arunachal0Pradesh,Uttarakhand",0,,,,,,,,,50,5,1000,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,
3,Rocca,46,459,2024-01-22,2024-03-31,2024-03-25,Brands0On0The0Rise,Rahul0Dua,Food,Premium0Chocolates,https://myrocca.in/,2019,2,1,1,,0,Young,Nagpur,Maharashtra,250,9.5,60,,,,,,funded,60,4,1500,Yes,Yes,30,2.5,1,,,,,,,,,Yes,Yes,Yes,Yes,,
3,KikoLive,47,460,2024-01-22,2024-03-31,2024-03-26,Entrepreneurs0In0Action,Rahul0Dua,Technology/Software,Listing0and0Creating0Websites0for0Kirana0Sellers,https://kiko.live/,2020,3,2,1,,1,Middle,Mumbai,Maharashtra,25,3,,,,,,yes,funded,100,1,10000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,Melooha,47,461,2024-01-22,2024-03-31,2024-03-26,Entrepreneurs0In0Action,Rahul0Dua,Others,AI0Powered0Astrology0Platform,https://www.melooha.com/,2022,3,2,1,,0,Middle,Bangalore,Karnataka,0,,,,,,,yes,,80,2,4000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,FUTRStudios,47,462,2024-01-22,2024-03-31,2024-03-26,Entrepreneurs0In0Action,Rahul0Dua,Technology/Software,Kyra0Virtual0Influencer0for0Businesses,https://www.futrstudios.in/,2022,2,2,,,0,Middle,"Chandigarh,Ahmedabad","Punjab,Gujarat",46,,,,,,,,yes,100,2.5,4000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,Allter,48,463,2024-01-22,2024-03-31,2024-03-27,Captivating0The0Sharks,Rahul0Dua,Furnishing/Household,Certified0Organic0Rash-Free0Diapers,https://letsallter.com/,2020,1,,1,,0,Middle,Delhi,Delhi,1000,,,,-6,yes,,,yes,100,2.5,4000,Yes,Yes,100,4,3,,,33.33,33.33,,,,Yes,,Yes,Yes,,Yes,
3,FirstBudOrganics,48,464,2024-01-22,2024-03-31,2024-03-27,Captivating0The0Sharks,Rahul0Dua,Food,Organic0Products,https://firstbud.in/,2017,2,1,1,,0,Middle,Deoghar,Jharkhand,150,22,,,15,,20,,yes,50,7,714.2857143,Yes,Yes,50,10,1,,,,,,,,Yes,,Yes,Yes,,Yes,
3,Shararat,48,465,2024-01-22,2024-03-31,2024-03-27,Captivating0The0Sharks,Rahul0Dua,Furnishing/Household,Bedroom0intimacy0Fashion,https://shararat.in/,2020,2,1,1,,1,Middle,Noida,Uttar0Pradesh,330,27,,,,yes,,,funded,60,7,857.1428571,No,,,,,,,,,,,,Yes,,Yes,Yes,,Yes,
3,Competishun,49,466,2024-01-22,2024-03-31,2024-03-28,"Thrift,0Brews0And0Brains",Rahul0Dua,Education,Coaching0classes0for0IIT/JEE,https://competishun.com/,2020,3,3,,,0,Middle,Jaipur,Rajasthan,1025,,,,,,,,,200,1,20000,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,
3,BombayClosetCleanse,49,467,2024-01-22,2024-03-31,2024-03-28,"Thrift,0Brews0And0Brains",Rahul0Dua,Beauty/Fashion,Thrift0shop0resale0Platform,https://bombayclosetcleanse.in/,2020,2,,2,,0,Young,Mumbai,Maharashtra,190,20,,15,,,,,,100,2.5,4000,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,
3,KioskKaffee,49,468,2024-01-22,2024-03-31,2024-03-28,"Thrift,0Brews0And0Brains",Rahul0Dua,Liquor/Beverages,Premium0Coffee,https://kiosk-kaffee.com/,2020,3,3,,,0,Middle,Pune,Maharashtra,840,,,9,,,,,,90,3,3000,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,,
3,NeonAttack,50,469,2024-01-22,2024-03-31,2024-03-29,Entrepreneurs0Present0Unique0Ventures,Rahul0Dua,Furnishing/Household,Premium0Quality0Neon0Signs,https://www.neonattack.com/,2020,2,2,,,0,Young,Hyderabad,Telangana,1000,63,,15,,,,,,75,3,2500,Yes,Yes,50,2,2,25,,,25,,,,Yes,Yes,Yes,Yes,,Yes,
3,PTal,50,470,2024-01-22,2024-03-31,2024-03-29,Entrepreneurs0Present0Unique0Ventures,Rahul0Dua,Furnishing/Household,"Copper,0Brass,0and0Bronze0Kitchenware",https://ptal.in/,2017,3,2,1,,0,Young,Amritsar,Punjab,398,,,,6,,,,funded,50,1,5000,Yes,Yes,100,3.2,5,20,20,20,20,,20,,Yes,Yes,Yes,Yes,,Yes,
3,RoadPilot,50,471,2024-01-22,2024-03-31,2024-03-29,Entrepreneurs0Present0Unique0Ventures,Rahul0Dua,Technology/Software,App0for0Truck0Drivers0and0Fleet0Owners,https://roadpilot.co.in/,2021,2,1,1,,,Middle,Lucknow,Uttar0Pradesh,,,,,,,,,,80,5,1600,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,Yes,
3,SmartMop,51,472,2024-01-22,2024-03-31,2024-03-30,Brilliant0Businesses,Snehil0Dixit0Mehra,Furnishing/Household,Caspian0smart0household0cleaning0device,https://www.smartmop.in/,2022,2,2,,,0,Young,Mysuru,Karnataka,,,,,,,,yes,,15,1,1500,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,Lea,51,473,2024-01-22,2024-03-31,2024-03-30,Brilliant0Businesses,Snehil0Dixit0Mehra,Beauty/Fashion,"With0real0curves,0to0celebrate0and0accentuate0the0skin",https://www.leaclothingco.com/,2021,2,,2,,0,Middle,Noida,Uttar0Pradesh,300,60,80,,20,,,,,100,2,5000,Yes,Yes,100,4,4,25,25,25,,,,,Yes,Yes,Yes,Yes,,,
3,$KrishnaRama,51,474,2024-01-22,2024-03-31,2024-03-30,Brilliant0Businesses,Snehil0Dixit0Mehra,Entertainment,Movie,,2023,2,2,,,0,Middle,Hyderabad,Telangana,,,,,,,,,,200,30,666.6666667,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,Rentit4me,51,475,2024-01-22,2024-03-31,2024-03-30,Brilliant0Businesses,Snehil0Dixit0Mehra,Services,Marketplace0where0people0can0“Give0on0Rent”0&0“Take0on0Rent,https://rentit4me.com/,2023,3,1,2,,1,Middle,Gurugram,Haryana,142,23,36,12,,,,,,150,5,3000,No,,,,,,,,,,,,Yes,Yes,Yes,Yes,,,
3,CoolTheGlobe,52,476,2024-01-22,2024-03-31,2024-03-31,Ecopreneur0Special,Snehil0Dixit0Mehra,Others,Movement0to0combat0climate0change,https://www.cooltheglobe.org/,,1,,1,,0,Middle,Pune,Maharashtra,0,,,,,,,,,25,5,500,Yes,Yes,25,8,2,,,,12.5,,,,Yes,,Yes,Yes,,,
3,Canvaloop,52,477,2024-01-22,2024-03-31,2024-03-31,Ecopreneur0Special,Snehil0Dixit0Mehra,Manufacturing,Sustainable0fabrics0manufacturer,http://www.canvaloop.com/,2020,2,1,1,,1,Middle,Surat,Gujarat,320,120,,,27,,,,funded,100,1.33,7518.796992,Yes,Yes,200,4,5,40,,40,40,,,,Yes,,Yes,Yes,,,
3,DigitalPaani,52,478,2024-01-22,2024-03-31,2024-03-31,Ecopreneur0Special,Snehil0Dixit0Mehra,Manufacturing,"Manage0plants,0deliver0safe,0compliant0operations",https://www.digitalpaani.com/,2020,2,1,1,,0,Middle,Jaipur,Rajasthan,220,,30,,,yes,,,funded,70,1,7000,No,,,,,,,,,,,,Yes,,Yes,Yes,,,
